customerID,gender,SeniorCitizen,Partner,PhoneService,InternetService,Contract,MonthlyCharges,tenure,Churn
4236-UJPWO,Female,0,No,No,DSL,Month-to-month,24.5,2,No
4236-XPXAV,Female,0,Yes,Yes,Fiber optic,Month-to-month,99.15,5,Yes
4237-CLSMM,Male,0,Yes,Yes,No,Month-to-month,20.0,2,No
4237-RLAQD,Male,0,No,Yes,DSL,Month-to-month,45.85,1,Yes
4238-HFHSN,Male,1,Yes,Yes,Fiber optic,Month-to-month,82.15,61,No
4238-JSSWH,Female,1,Yes,Yes,Fiber optic,Month-to-month,102.05,35,No
4248-HCETZ,Male,1,Yes,Yes,Fiber optic,Month-to-month,79.65,30,Yes
4248-QPAVC,Female,1,Yes,Yes,Fiber optic,Month-to-month,85.35,17,Yes
4250-FDVOU,Female,0,No,Yes,DSL,Month-to-month,56.25,6,Yes
4250-WAROZ,Male,1,Yes,Yes,Fiber optic,Month-to-month,93.25,60,No
4250-ZBWLV,Male,0,No,Yes,Fiber optic,One year,108.45,68,Yes
4254-QPEDE,Female,0,Yes,No,DSL,Two year,66.25,52,No
4255-DDUOU,Female,0,Yes,Yes,No,Month-to-month,20.5,1,Yes
4256-ZWTZI,Female,0,No,Yes,DSL,Month-to-month,51.0,5,No
4257-GAESD,Female,0,No,No,DSL,Month-to-month,45.0,6,No
4273-MBHYA,Female,0,No,Yes,Fiber optic,Month-to-month,89.35,1,No
4274-DRSQT,Female,0,No,Yes,Fiber optic,One year,88.9,66,No
4274-OWWYO,Male,0,No,Yes,Fiber optic,Month-to-month,74.35,1,Yes
4277-BWBML,Male,0,Yes,Yes,No,Two year,19.95,72,No
4277-PVRAN,Female,0,No,Yes,Fiber optic,Month-to-month,80.1,8,Yes
4277-UDIEF,Male,0,Yes,Yes,DSL,Month-to-month,81.0,24,No
4280-DLSHD,Male,0,Yes,Yes,DSL,Month-to-month,54.75,8,No
4282-ACRXS,Male,1,Yes,No,DSL,Month-to-month,24.85,38,No
4282-MSACW,Male,0,No,Yes,Fiber optic,One year,117.2,68,No
4282-YMKNA,Female,0,No,Yes,Fiber optic,Month-to-month,74.75,9,Yes
4283-FUTGF,Male,1,No,Yes,Fiber optic,Month-to-month,79.85,19,Yes
4283-IVYCI,Male,0,No,Yes,DSL,Month-to-month,64.95,9,No
4285-GYRQC,Female,0,Yes,Yes,Fiber optic,Month-to-month,86.25,7,Yes
4289-DTDKW,Male,0,Yes,Yes,Fiber optic,Month-to-month,101.3,40,Yes
4290-BSXUX,Male,0,Yes,Yes,Fiber optic,Month-to-month,79.65,3,Yes
4291-HPAXL,Male,0,No,Yes,No,Month-to-month,19.85,1,No
4291-HYEBC,Female,1,Yes,No,DSL,One year,39.1,28,No
4291-SHSBH,Male,0,No,Yes,Fiber optic,Month-to-month,69.55,7,No
4291-TPNFG,Male,0,Yes,Yes,DSL,Two year,82.3,72,No
4291-YZODP,Female,0,No,Yes,No,One year,20.05,7,No
4293-ETKAP,Female,0,Yes,Yes,DSL,Two year,79.4,65,No
4295-YURET,Female,1,Yes,Yes,DSL,Two year,72.6,56,No
4298-OYIFC,Male,0,Yes,Yes,Fiber optic,Month-to-month,103.45,15,No
4299-OPXEJ,Female,0,No,Yes,No,Two year,19.55,56,No
4299-SIMNS,Male,0,No,Yes,Fiber optic,Month-to-month,81.15,9,No
4301-VVZKA,Male,0,Yes,Yes,Fiber optic,Month-to-month,75.4,16,No
4302-ZYFEL,Male,0,Yes,Yes,No,One year,20.55,69,No
4304-TSPVK,Female,0,Yes,Yes,Fiber optic,Two year,114.9,68,No
4304-XUMGI,Male,1,Yes,Yes,DSL,Two year,75.15,50,No
4307-KTUMW,Male,0,Yes,Yes,Fiber optic,Month-to-month,93.9,53,Yes
4307-KWMXE,Male,0,No,No,DSL,Month-to-month,35.75,10,No
4310-KEDTB,Female,0,No,No,DSL,Month-to-month,29.8,26,No
4311-QTTAI,Female,0,No,Yes,No,One year,19.35,16,No
4312-GVYNH,Female,0,Yes,No,DSL,Two year,49.85,70,No
4312-KFRXN,Male,0,Yes,Yes,No,Two year,25.4,72,No
4315-MURBD,Female,0,No,Yes,Fiber optic,Month-to-month,98.9,12,Yes
4316-XCSLJ,Male,0,No,Yes,DSL,Month-to-month,50.3,17,No
4317-VTEOA,Male,0,No,Yes,DSL,Month-to-month,50.75,1,Yes
4318-RAJVY,Female,0,No,Yes,No,One year,19.8,10,No
4320-QMLLA,Male,0,No,Yes,DSL,Month-to-month,54.85,7,No
4322-RCYMT,Male,0,Yes,Yes,DSL,One year,75.8,68,Yes
4323-ELYYB,Male,0,Yes,Yes,No,One year,20.0,13,No
4323-OHFOW,Female,1,Yes,Yes,Fiber optic,One year,105.55,70,No
4323-SADQS,Male,0,Yes,No,DSL,Month-to-month,34.5,7,Yes
4324-AHJKS,Female,0,No,Yes,DSL,Month-to-month,55.8,5,No
4324-BZCKL,Female,0,Yes,Yes,DSL,Month-to-month,55.55,10,No
4325-NFSKC,Male,1,No,Yes,Fiber optic,Month-to-month,90.6,19,Yes
4328-VUFWD,Female,0,No,Yes,DSL,One year,59.3,39,No
4329-YPDDQ,Male,0,No,Yes,Fiber optic,Month-to-month,108.2,20,No
4332-MUOEZ,Male,1,Yes,Yes,Fiber optic,One year,94.3,20,No
4334-HOWRP,Male,1,Yes,No,DSL,Two year,64.95,72,No
4335-BSMJS,Female,0,No,Yes,No,Two year,25.8,62,No
4335-UPJSI,Female,0,No,Yes,No,Two year,19.75,24,No
4338-EYCER,Male,0,Yes,Yes,DSL,Month-to-month,54.6,21,No
4342-HENTK,Female,1,No,Yes,Fiber optic,Month-to-month,70.65,2,Yes
4342-HFXWS,Female,0,Yes,Yes,DSL,One year,69.7,48,No
4343-EJVQB,Male,0,No,Yes,Fiber optic,Month-to-month,74.35,7,No
4349-GFQHK,Male,0,No,Yes,DSL,Month-to-month,54.35,1,Yes
4350-ZTLPI,Female,0,Yes,Yes,Fiber optic,One year,108.95,53,No
4351-QLCSU,Female,0,No,Yes,DSL,Month-to-month,55.0,1,Yes
4353-HYOJD,Female,0,Yes,Yes,DSL,Month-to-month,49.85,27,No
4355-CVPVS,Female,0,Yes,Yes,Fiber optic,One year,88.9,56,No
4355-HBJHH,Male,0,Yes,Yes,DSL,Two year,79.7,67,Yes
4359-INNWN,Female,0,No,Yes,No,One year,20.05,17,No
4360-PNRQB,Male,0,No,Yes,Fiber optic,Month-to-month,75.6,18,No
4360-QRAVE,Male,1,No,No,DSL,Month-to-month,36.65,37,No
4361-BKAXE,Female,0,No,Yes,Fiber optic,Month-to-month,114.5,41,Yes
4361-FEBGN,Male,0,No,Yes,No,Two year,20.15,48,No
4361-JEIVL,Male,0,No,Yes,DSL,Month-to-month,44.4,1,Yes
4365-MSDYN,Male,0,Yes,Yes,No,Month-to-month,19.55,8,No
4366-CTOUZ,Female,0,No,Yes,Fiber optic,Two year,100.2,50,No
4367-NHWMM,Female,0,No,No,DSL,Month-to-month,24.9,1,No
4369-HTUIF,Male,1,No,Yes,Fiber optic,Month-to-month,85.15,6,Yes
4369-NYSCF,Male,0,No,Yes,DSL,One year,75.75,56,No
4373-MAVJG,Female,0,Yes,Yes,Fiber optic,Month-to-month,90.9,14,Yes
4373-VVHQL,Male,0,No,Yes,DSL,Month-to-month,44.75,1,No
4374-YMUSQ,Male,0,No,Yes,Fiber optic,One year,116.25,34,No
4376-KFVRS,Male,0,Yes,Yes,Fiber optic,Two year,114.05,72,No
4377-VDHYI,Male,0,Yes,Yes,Fiber optic,One year,90.8,32,No
4378-BZYFP,Male,0,No,Yes,No,One year,20.5,17,No
4378-MYPGO,Male,0,Yes,Yes,Fiber optic,Two year,105.25,68,No
4381-MHQDC,Female,0,No,Yes,DSL,Two year,65.0,47,No
4385-GZQXV,Female,1,No,Yes,Fiber optic,Month-to-month,94.45,16,Yes
4385-ZKVNW,Male,0,Yes,Yes,DSL,Month-to-month,54.9,44,No
4389-UEFCZ,Female,0,Yes,Yes,Fiber optic,Two year,105.5,72,No
4390-KYULV,Male,0,Yes,Yes,No,Month-to-month,20.55,3,Yes
4391-LNRXK,Male,0,No,Yes,Fiber optic,Month-to-month,94.95,22,No
4391-RESHN,Male,0,No,Yes,Fiber optic,Month-to-month,104.05,23,Yes
4393-GEADV,Male,0,Yes,Yes,Fiber optic,Two year,114.75,70,No
4393-OBCRR,Female,0,No,Yes,No,One year,20.25,3,No
4393-RYCRE,Male,0,No,Yes,Fiber optic,One year,106.05,44,No
4395-PZMSN,Male,1,No,Yes,Fiber optic,Month-to-month,85.55,5,No
4396-KLSEH,Male,0,No,Yes,No,Month-to-month,19.85,4,No
4397-FRLTA,Female,0,No,Yes,No,Month-to-month,20.15,4,No
4398-HSCJH,Female,0,No,Yes,DSL,Month-to-month,63.6,3,Yes
4402-FTBXC,Male,0,No,Yes,Fiber optic,Month-to-month,89.8,54,No
4403-BWPAY,Male,0,No,Yes,No,One year,24.8,14,No
4404-HIBDJ,Female,0,No,Yes,DSL,One year,74.3,25,Yes
4412-YLTKF,Female,1,No,Yes,Fiber optic,Month-to-month,78.05,27,Yes
4415-IJZTP,Female,0,No,Yes,Fiber optic,Month-to-month,74.5,1,Yes
4415-WNGVR,Female,1,Yes,Yes,DSL,One year,79.2,12,No
4418-LZMSV,Male,0,Yes,Yes,DSL,Month-to-month,61.8,13,No
4419-UJMUS,Male,0,Yes,Yes,Fiber optic,Two year,99.35,69,No
4422-QVIJA,Female,0,No,Yes,DSL,Month-to-month,50.15,35,No
4423-JWZJN,Male,0,Yes,Yes,Fiber optic,One year,90.25,64,No
4423-YLHDV,Female,0,Yes,Yes,Fiber optic,Month-to-month,104.4,21,Yes
4424-TKOPW,Male,1,No,Yes,Fiber optic,Month-to-month,93.85,2,Yes
4425-OWHWB,Female,0,No,Yes,No,One year,19.35,20,No
4429-WYGFR,Male,0,No,Yes,DSL,Month-to-month,49.15,26,No
4430-UZIPO,Male,0,No,No,DSL,Month-to-month,36.85,3,Yes
4430-YHXGG,Female,0,No,Yes,No,Month-to-month,25.45,4,No
4431-EDMIQ,Female,0,Yes,Yes,DSL,Month-to-month,75.7,7,No
4432-ADRLB,Male,0,No,Yes,DSL,Month-to-month,44.65,2,Yes
4433-JCGCG,Male,1,Yes,Yes,Fiber optic,Month-to-month,101.0,46,Yes
4439-JMPMT,Female,0,Yes,Yes,Fiber optic,Month-to-month,85.75,5,Yes
4439-YRNVD,Female,0,No,No,DSL,Month-to-month,36.25,10,No
4441-NIHPT,Female,1,No,Yes,Fiber optic,Month-to-month,74.3,13,Yes
4443-EMBNA,Female,0,Yes,Yes,No,Two year,24.75,71,No
4445-KWOKW,Female,0,No,Yes,DSL,One year,60.15,42,No
4445-ZJNMU,Male,0,No,Yes,Fiber optic,Month-to-month,99.3,9,No
4446-BZKHU,Male,0,Yes,Yes,Fiber optic,Month-to-month,105.55,61,Yes
4450-DLLMH,Male,0,No,Yes,Fiber optic,Month-to-month,71.3,2,No
4450-MDZFX,Male,0,Yes,Yes,Fiber optic,Month-to-month,74.35,60,No
4450-YOOHP,Female,0,No,No,DSL,Month-to-month,50.65,39,No
4451-RWASJ,Male,0,Yes,Yes,No,One year,19.5,15,No
4452-QIIEB,Male,0,No,Yes,DSL,Month-to-month,43.9,7,No
4452-ROHMO,Female,0,No,Yes,No,Two year,19.6,15,No
4455-BFSPD,Female,0,Yes,Yes,Fiber optic,One year,101.15,61,No
4456-RHSNB,Female,0,Yes,Yes,DSL,Month-to-month,49.6,19,No
4458-KVRBJ,Male,0,No,Yes,No,Two year,25.0,59,No
4459-BBGHE,Male,0,No,No,DSL,Month-to-month,44.5,30,No
4462-CYWMH,Male,1,Yes,Yes,Fiber optic,Month-to-month,89.8,62,No
4464-JCOLN,Male,0,Yes,Yes,No,One year,19.85,2,Yes
4465-VDKIQ,Female,0,No,Yes,Fiber optic,Month-to-month,77.8,18,No
4468-KAZHE,Female,1,Yes,Yes,DSL,Month-to-month,60.0,20,No
4468-YDOVK,Male,0,No,Yes,DSL,Month-to-month,48.65,5,No
4471-KXAUH,Female,0,Yes,Yes,Fiber optic,Month-to-month,84.3,42,Yes
4472-VESGY,Female,0,Yes,Yes,Fiber optic,Month-to-month,98.15,52,No
4475-NVTLU,Male,0,Yes,Yes,No,Two year,19.2,45,No
4476-OSWTN,Male,1,Yes,Yes,Fiber optic,One year,110.55,69,No
4480-MBMLB,Female,0,No,Yes,Fiber optic,One year,104.8,36,No
4480-QQRHC,Female,1,No,Yes,Fiber optic,Month-to-month,74.05,8,No
4482-EWFMI,Female,0,No,Yes,Fiber optic,Month-to-month,69.7,2,No
4482-FTFFX,Male,0,No,Yes,DSL,Month-to-month,56.15,5,No
4484-CGXFK,Female,0,No,Yes,DSL,Month-to-month,55.3,3,Yes
4484-GLZOU,Female,0,Yes,Yes,Fiber optic,Month-to-month,105.05,52,Yes
4486-EFAEB,Male,0,No,Yes,No,Month-to-month,20.4,13,No
4487-ZYJZK,Female,0,Yes,Yes,No,One year,19.6,38,No
4488-KQFDT,Female,0,No,Yes,Fiber optic,One year,103.95,61,No
4488-PSYCG,Male,0,No,Yes,No,Month-to-month,20.25,16,Yes
4489-SNOJF,Female,0,Yes,Yes,DSL,Month-to-month,72.25,35,Yes
4495-LHSSK,Female,0,No,Yes,DSL,Month-to-month,57.65,18,No
4500-HKANN,Male,0,Yes,Yes,DSL,Two year,59.7,23,No
4501-EQDRN,Female,0,No,Yes,Fiber optic,Month-to-month,69.7,1,Yes
4501-UYKBC,Female,1,No,Yes,DSL,One year,69.1,46,No
4501-VCPFK,Male,0,No,No,DSL,Month-to-month,35.75,26,No
4503-BDXBD,Male,0,No,Yes,Fiber optic,Month-to-month,74.95,11,Yes
4504-YOULA,Female,0,Yes,Yes,DSL,Month-to-month,59.45,35,No
4505-EXZHB,Female,1,No,Yes,Fiber optic,Month-to-month,74.4,6,Yes
4508-OEBEY,Male,0,Yes,Yes,DSL,One year,75.5,31,No
4510-HIMLV,Male,0,No,Yes,Fiber optic,Month-to-month,69.8,1,Yes
4510-PYUSH,Female,1,No,Yes,DSL,Month-to-month,57.15,38,Yes
4512-ZUIYL,Female,0,No,Yes,Fiber optic,Month-to-month,70.0,2,Yes
4513-CXYIX,Female,1,Yes,Yes,Fiber optic,Two year,80.7,71,No
4514-GFCFI,Female,1,No,Yes,Fiber optic,Month-to-month,84.75,16,Yes
4518-FZBSX,Male,0,Yes,Yes,No,One year,20.25,42,No
4521-WFJAI,Male,0,No,Yes,No,Two year,25.95,56,No
4521-YEEHE,Female,0,Yes,Yes,Fiber optic,Month-to-month,88.85,18,No
4522-AKYLR,Female,1,No,Yes,DSL,Month-to-month,54.8,13,No
4522-XRWWI,Male,0,Yes,Yes,DSL,One year,80.45,42,No
4523-WXCEF,Female,0,Yes,Yes,Fiber optic,Month-to-month,101.1,59,Yes
4524-QCSSM,Male,0,No,No,DSL,Month-to-month,44.65,26,No
4525-VZCZG,Male,0,No,Yes,Fiber optic,One year,105.85,54,No
4526-EXKKN,Male,0,No,Yes,No,Two year,24.6,40,No
4526-RMTLL,Male,0,Yes,Yes,DSL,Two year,76.15,8,No
4526-ZJJTM,Female,1,Yes,Yes,Fiber optic,Month-to-month,88.4,25,No
4529-CKBCL,Female,0,No,Yes,Fiber optic,Month-to-month,80.2,2,Yes
4530-NDRKU,Female,0,Yes,Yes,No,One year,19.05,42,No
4531-AUZNK,Female,0,Yes,Yes,Fiber optic,One year,95.15,51,No
4534-WGCIR,Female,0,Yes,Yes,No,Two year,25.15,58,No
4536-PLEQY,Male,0,Yes,Yes,Fiber optic,Month-to-month,85.05,12,No
4537-CIBHB,Female,0,Yes,Yes,No,One year,20.25,9,No
4537-DKTAL,Female,0,No,Yes,DSL,Month-to-month,45.55,2,No
4538-WNTMJ,Female,0,Yes,Yes,No,One year,24.95,46,No
4541-RMRLG,Male,0,No,Yes,No,Month-to-month,19.25,7,Yes
4544-RXFMG,Male,0,Yes,Yes,DSL,One year,43.45,8,No
4546-FOKWR,Female,0,No,Yes,Fiber optic,Month-to-month,74.75,16,No
4547-FZJWE,Male,0,Yes,Yes,DSL,One year,59.45,55,No
4547-KQRTM,Female,0,No,Yes,Fiber optic,Month-to-month,80.05,10,Yes
4547-LYTDD,Female,0,No,Yes,Fiber optic,Month-to-month,72.65,16,Yes
4548-SDBKE,Female,0,No,Yes,Fiber optic,Month-to-month,85.2,5,Yes
4549-ZDQYY,Female,0,No,Yes,DSL,One year,57.95,52,No
4550-EVXNY,Female,0,No,Yes,Fiber optic,Month-to-month,69.65,1,Yes
4550-VBOFE,Male,1,Yes,Yes,Fiber optic,Month-to-month,102.95,70,Yes
4553-DVPZG,Female,0,Yes,Yes,Fiber optic,Month-to-month,101.35,62,No
4554-YGZIH,Male,1,Yes,Yes,Fiber optic,Month-to-month,90.05,49,Yes
4558-CGYCZ,Male,0,No,Yes,No,Month-to-month,19.75,4,No
4558-FANTW,Female,0,Yes,Yes,Fiber optic,Month-to-month,91.85,17,Yes
4559-UWIHT,Male,0,Yes,Yes,Fiber optic,Month-to-month,82.65,14,No
4560-WQAQW,Female,0,No,Yes,DSL,One year,68.7,59,No
4565-EVZMJ,Female,0,No,Yes,DSL,One year,58.9,47,No
4565-NLZBV,Female,0,Yes,Yes,No,Two year,24.65,71,No
4566-GOLUK,Male,0,Yes,Yes,Fiber optic,Month-to-month,107.35,47,Yes
4566-NECEV,Male,0,No,Yes,Fiber optic,Month-to-month,96.55,5,No
4566-QVRRW,Female,0,Yes,Yes,DSL,Month-to-month,44.05,11,Yes
4567-AKPIA,Female,0,Yes,Yes,Fiber optic,One year,109.1,41,No
4568-KNYWR,Male,0,No,Yes,DSL,Two year,63.25,52,No
4568-TTZRT,Male,0,No,Yes,No,Month-to-month,20.4,9,No
4570-QHXHL,Female,0,No,Yes,DSL,Month-to-month,43.75,9,No
4572-DVCGN,Female,0,No,Yes,Fiber optic,Month-to-month,80.25,10,Yes
4573-JKNAE,Male,0,No,Yes,No,Two year,19.35,12,No
4576-CSAJH,Male,0,No,Yes,DSL,One year,55.15,22,Yes
4578-PHJYZ,Male,0,Yes,Yes,DSL,One year,68.75,52,No
4580-TMHJU,Female,0,Yes,Yes,DSL,Month-to-month,56.15,43,Yes
4581-LNWUM,Female,0,No,No,DSL,Month-to-month,49.15,13,No
4581-SSPWD,Female,0,No,Yes,Fiber optic,Month-to-month,75.8,3,Yes
4583-PARNH,Male,1,Yes,Yes,Fiber optic,Month-to-month,91.55,16,No
4584-LBNMK,Male,1,Yes,Yes,No,One year,24.7,45,No
4585-HETAI,Female,0,Yes,Yes,Fiber optic,Month-to-month,73.75,4,Yes
4587-NUKOX,Female,0,No,Yes,Fiber optic,Month-to-month,79.1,3,Yes
4587-VVTOX,Female,0,Yes,Yes,Fiber optic,Month-to-month,105.3,6,Yes
4588-YBNIB,Female,0,No,Yes,No,Month-to-month,19.6,1,Yes
4589-IUAJB,Male,0,Yes,Yes,No,Two year,24.25,70,No
4592-IWTJI,Female,0,Yes,No,DSL,Month-to-month,29.7,3,Yes
4597-ELFTS,Male,0,No,Yes,No,One year,24.9,56,Yes
4597-NUCQV,Male,1,No,Yes,Fiber optic,Month-to-month,101.25,24,Yes
4598-XLKNJ,Female,1,Yes,Yes,Fiber optic,Month-to-month,98.5,25,Yes
4598-ZADCK,Female,0,No,No,DSL,One year,53.6,53,No
4603-JANFB,Male,0,No,Yes,Fiber optic,Month-to-month,69.85,1,Yes
4607-CHPCA,Male,0,Yes,Yes,Fiber optic,One year,90.4,25,Yes
4608-LCIMN,Male,0,Yes,Yes,DSL,Month-to-month,44.65,8,No
4609-KNNWG,Female,0,Yes,Yes,No,Two year,19.9,27,No
4611-ANLQC,Female,0,Yes,No,DSL,One year,50.05,60,No
4612-SSVHJ,Female,1,No,Yes,Fiber optic,Month-to-month,81.45,20,No
4612-THJBS,Female,1,No,Yes,Fiber optic,One year,104.75,56,Yes
4614-NUVZD,Female,0,No,Yes,Fiber optic,Month-to-month,81.1,1,Yes
4615-PIVVU,Female,0,No,Yes,DSL,Two year,66.5,42,No
4616-EWBNJ,Female,0,No,Yes,No,One year,20.1,16,No
4616-ULAOA,Female,0,Yes,Yes,Fiber optic,Two year,110.8,65,No
4619-EVPHY,Female,1,Yes,Yes,Fiber optic,One year,91.0,20,No
4622-YNKIJ,Male,0,No,Yes,Fiber optic,Two year,88.95,33,No
4623-ZKHLY,Male,0,Yes,Yes,No,Month-to-month,20.45,22,No
4625-EWPTF,Male,0,No,No,DSL,Month-to-month,30.45,8,Yes
4625-LAMOB,Male,0,No,Yes,No,Two year,20.4,44,No
4625-XMOYM,Female,0,Yes,Yes,No,Two year,26.25,72,No
4626-GYCZP,Male,0,No,Yes,Fiber optic,Month-to-month,93.85,7,Yes
4626-OZDTJ,Female,0,Yes,Yes,DSL,One year,78.65,51,No
4627-MIHJH,Female,1,No,Yes,Fiber optic,Two year,110.25,69,No
4628-CTTLA,Male,0,No,No,DSL,Month-to-month,39.3,57,Yes
4628-WQCQQ,Male,0,No,Yes,Fiber optic,One year,85.15,35,Yes
4629-NRXKX,Female,0,Yes,Yes,Fiber optic,Month-to-month,70.4,2,Yes
4631-OACRM,Male,1,No,Yes,Fiber optic,Month-to-month,79.4,15,Yes
4632-PAOYU,Male,0,Yes,Yes,No,One year,19.95,22,No
4632-XJMEX,Male,0,No,Yes,DSL,One year,62.85,53,No
4633-MKHYU,Female,0,No,Yes,Fiber optic,Month-to-month,88.4,9,No
4634-JLRJT,Female,0,No,Yes,No,Month-to-month,20.35,1,No
4635-EJYPD,Male,0,Yes,Yes,No,Two year,18.95,32,No
4636-JGAAI,Male,0,Yes,Yes,Fiber optic,Month-to-month,88.85,34,No
4636-OLWOE,Male,0,No,Yes,DSL,One year,61.0,54,No
4636-QRJKY,Female,0,Yes,Yes,Fiber optic,Month-to-month,80.5,6,Yes
4636-TVXVG,Male,0,Yes,Yes,No,One year,19.95,62,No
4640-UHDOS,Female,0,Yes,Yes,DSL,Month-to-month,55.95,13,Yes
4641-FROLU,Female,0,Yes,Yes,No,Two year,19.3,30,No
4644-OBGFZ,Male,0,Yes,Yes,No,One year,19.5,55,No
4644-PIZRT,Male,0,Yes,Yes,DSL,One year,70.35,17,No
4646-QZXTF,Female,0,Yes,Yes,DSL,Month-to-month,81.25,7,No
4647-MUZON,Female,0,Yes,Yes,Fiber optic,Month-to-month,95.95,18,No
4647-XXZAM,Female,0,Yes,Yes,DSL,Month-to-month,45.5,6,No
4648-YPBTM,Male,0,No,Yes,DSL,Two year,73.9,53,No
4652-NNHNY,Male,0,Yes,Yes,Fiber optic,Month-to-month,73.85,16,Yes
4652-ODEVH,Male,0,Yes,Yes,No,Two year,24.45,45,No
4654-DLAMQ,Female,1,Yes,Yes,Fiber optic,One year,97.0,64,No
4654-GGUII,Female,0,No,No,DSL,One year,40.2,18,No
4654-ULTTN,Male,0,Yes,Yes,DSL,Two year,74.8,70,No
4656-CAURT,Male,0,No,Yes,No,Two year,23.95,69,No
4657-FWVFY,Female,0,Yes,Yes,Fiber optic,Month-to-month,96.35,40,No
4658-HCOHW,Female,0,Yes,Yes,Fiber optic,Month-to-month,102.8,21,Yes
4659-NZRUF,Female,0,No,Yes,Fiber optic,Month-to-month,95.15,19,Yes
4660-IRIBM,Male,0,Yes,Yes,Fiber optic,Month-to-month,87.9,18,No
4661-NJEUX,Male,0,No,Yes,No,Month-to-month,20.05,1,No
4662-EKDPQ,Male,0,No,Yes,DSL,Month-to-month,62.05,2,Yes
4664-NJCMS,Female,0,Yes,No,DSL,Two year,59.55,33,No
4667-OHGKG,Male,0,No,Yes,No,Month-to-month,19.3,1,Yes
4667-QONEA,Female,1,Yes,Yes,DSL,One year,74.85,60,No
4670-TABXH,Male,0,Yes,Yes,Fiber optic,Two year,109.75,72,No
4671-LXRDQ,Male,0,No,Yes,DSL,Month-to-month,45.0,2,Yes
4671-VJLCL,Female,0,No,Yes,DSL,Two year,79.85,63,No
4672-FOTSD,Male,0,No,Yes,DSL,Month-to-month,67.25,12,No
4673-KKSLS,Female,0,No,Yes,Fiber optic,Month-to-month,87.6,31,No
4674-HGNUA,Male,0,Yes,Yes,DSL,Two year,89.9,71,No
4676-MQUEA,Male,1,Yes,Yes,Fiber optic,One year,101.9,50,No
4676-WLUHT,Male,0,No,No,DSL,Two year,46.2,54,No
4678-DVQEO,Female,0,No,Yes,DSL,Month-to-month,52.2,1,Yes
4680-KUTAJ,Female,1,No,Yes,DSL,Month-to-month,55.6,11,No
4682-BLBUC,Male,0,Yes,Yes,DSL,One year,70.95,44,No
4683-WYDOU,Male,0,Yes,Yes,Fiber optic,Two year,107.6,62,No
4685-ERGHK,Male,0,No,Yes,Fiber optic,One year,86.9,57,No
4685-TFLLS,Male,0,Yes,Yes,No,One year,19.8,18,No
4686-GEFRM,Male,0,Yes,Yes,Fiber optic,Two year,98.7,70,No
4686-UXDML,Female,0,No,Yes,Fiber optic,Month-to-month,99.85,21,No
4690-LLKUA,Male,1,No,Yes,DSL,Month-to-month,45.05,17,Yes
4690-PKDQG,Female,1,Yes,Yes,Fiber optic,Month-to-month,95.55,42,No
4692-NNQRU,Female,0,Yes,Yes,Fiber optic,One year,79.2,21,No
4693-VWVBO,Female,0,No,Yes,No,Month-to-month,19.55,3,No
4694-PHWFW,Female,0,No,Yes,No,Month-to-month,19.95,8,No
4695-VADHF,Male,0,Yes,Yes,DSL,Month-to-month,57.45,18,Yes
4695-WJZUE,Female,1,No,Yes,Fiber optic,Month-to-month,88.55,2,Yes
4697-LUPSU,Male,0,Yes,Yes,No,One year,20.2,2,No
4698-KVLLG,Female,1,No,Yes,No,Two year,19.6,51,No
4700-UBQMV,Male,0,Yes,Yes,DSL,One year,75.9,21,No
4701-AHWMW,Male,0,Yes,No,DSL,Month-to-month,54.55,55,Yes
4701-LKOZD,Female,0,No,Yes,DSL,Two year,89.75,70,No
4701-MLJPN,Male,0,No,Yes,DSL,Month-to-month,55.25,31,Yes
4702-HDRKD,Male,0,No,No,DSL,One year,49.35,67,No
4702-IOQDC,Female,0,No,Yes,Fiber optic,Month-to-month,70.1,1,Yes
4703-MQYKT,Male,0,No,Yes,No,Two year,19.6,21,No
4704-ERYFC,Female,0,Yes,Yes,Fiber optic,Month-to-month,69.25,22,Yes
4706-AXVKM,Female,1,No,Yes,Fiber optic,Month-to-month,84.8,11,Yes
4706-DGAHW,Male,1,No,Yes,DSL,Month-to-month,45.2,1,No
4707-MAXGU,Male,0,Yes,Yes,No,Two year,25.85,72,No
4707-YNOQA,Female,0,Yes,Yes,No,One year,25.6,34,No
4709-LKHYG,Female,0,Yes,Yes,No,One year,20.0,29,No
4710-FDUIZ,Male,0,Yes,Yes,Fiber optic,One year,100.3,56,Yes
4710-NKCAW,Male,0,Yes,Yes,DSL,Month-to-month,64.4,5,No
4712-AUQZO,Male,0,No,No,DSL,Month-to-month,33.6,18,No
4712-UYOOI,Female,0,Yes,Yes,No,Month-to-month,20.0,20,No
4713-LZDRV,Female,1,No,Yes,Fiber optic,Month-to-month,79.6,2,Yes
4713-ZBURT,Male,0,No,Yes,Fiber optic,Two year,99.7,45,No
4716-HHKQH,Male,1,Yes,Yes,Fiber optic,Month-to-month,107.05,20,No
4716-MRVEN,Female,0,No,Yes,No,One year,20.0,29,No
4717-GHADL,Female,0,No,Yes,DSL,Two year,79.6,50,No
4718-DHSMV,Female,0,No,No,DSL,Month-to-month,35.8,11,No
4718-WXBGI,Male,0,Yes,Yes,DSL,Two year,91.95,72,No
4719-UMSIY,Male,0,No,Yes,No,Month-to-month,19.65,6,No
4720-VSTSI,Female,0,No,Yes,Fiber optic,Month-to-month,84.8,44,Yes
4723-BEGSG,Male,0,Yes,Yes,DSL,Two year,86.65,72,No
